image_path,person_name,bbox,split_type
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ronald_Reagan/Ronald_Reagan_0002.jpg,Ronald_Reagan,"[76, 64, 178, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Dick_Cheney/Dick_Cheney_0012.jpg,Dick_Cheney,"[66, 53, 177, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Daniel_Radcliffe/Daniel_Radcliffe_0004.jpg,Daniel_Radcliffe,"[76, 66, 173, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Laura_Bush/Laura_Bush_0003.jpg,Laura_Bush,"[66, 64, 169, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Vladimir_Putin/Vladimir_Putin_0044.jpg,Vladimir_Putin,"[74, 57, 171, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Norm_Coleman/Norm_Coleman_0006.jpg,Norm_Coleman,"[69, 62, 155, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0005.jpg,Atal_Bihari_Vajpayee,"[72, 59, 175, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Arminio_Fraga/Arminio_Fraga_0005.jpg,Arminio_Fraga,"[75, 61, 173, 199]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Paul_McCartney/Paul_McCartney_0004.jpg,Paul_McCartney,"[75, 61, 174, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Silvan_Shalom/Silvan_Shalom_0006.jpg,Silvan_Shalom,"[76, 63, 172, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Roger_Federer/Roger_Federer_0007.jpg,Roger_Federer,"[74, 69, 173, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Benjamin_Netanyahu/Benjamin_Netanyahu_0002.jpg,Benjamin_Netanyahu,"[78, 58, 175, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0013.jpg,Recep_Tayyip_Erdogan,"[75, 65, 170, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Janet_Napolitano/Janet_Napolitano_0002.jpg,Janet_Napolitano,"[74, 61, 175, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Wen_Jiabao/Wen_Jiabao_0007.jpg,Wen_Jiabao,"[81, 65, 174, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/John_Bolton/John_Bolton_0016.jpg,John_Bolton,"[77, 41, 199, 202]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Fidel_Castro/Fidel_Castro_0015.jpg,Fidel_Castro,"[70, 73, 168, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kwon_Yang-sook/Kwon_Yang-sook_0003.jpg,Kwon_Yang-sook,"[75, 57, 174, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Petria_Thomas/Petria_Thomas_0002.jpg,Petria_Thomas,"[76, 67, 170, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Calista_Flockhart/Calista_Flockhart_0005.jpg,Calista_Flockhart,"[76, 60, 176, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gray_Davis/Gray_Davis_0008.jpg,Gray_Davis,"[64, 55, 178, 211]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Li_Peng/Li_Peng_0003.jpg,Li_Peng,"[77, 65, 171, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Sophia_Loren/Sophia_Loren_0002.jpg,Sophia_Loren,"[74, 59, 178, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Mahmoud_Abbas/Mahmoud_Abbas_0003.jpg,Mahmoud_Abbas,"[65, 69, 169, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kobe_Bryant/Kobe_Bryant_0002.jpg,Kobe_Bryant,"[77, 61, 175, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Cesar_Gaviria/Cesar_Gaviria_0007.jpg,Cesar_Gaviria,"[66, 60, 173, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hugo_Chavez/Hugo_Chavez_0008.jpg,Hugo_Chavez,"[81, 66, 172, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Fabrice_Santoro/Fabrice_Santoro_0003.jpg,Fabrice_Santoro,"[77, 66, 173, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Marco_Antonio_Barrera/Marco_Antonio_Barrera_0003.jpg,Marco_Antonio_Barrera,"[82, 64, 174, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/David_Beckham/David_Beckham_0030.jpg,David_Beckham,"[75, 70, 171, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Padraig_Harrington/Padraig_Harrington_0001.jpg,Padraig_Harrington,"[60, 60, 170, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tony_Blair/Tony_Blair_0114.jpg,Tony_Blair,"[79, 66, 173, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jean-Pierre_Raffarin/Jean-Pierre_Raffarin_0002.jpg,Jean-Pierre_Raffarin,"[74, 62, 176, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Julianne_Moore/Julianne_Moore_0018.jpg,Julianne_Moore,"[78, 62, 169, 186]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0459.jpg,George_W_Bush,"[75, 66, 171, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Angelina_Jolie/Angelina_Jolie_0008.jpg,Angelina_Jolie,"[75, 61, 171, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tiger_Woods/Tiger_Woods_0008.jpg,Tiger_Woods,"[78, 70, 172, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_Pataki/George_Pataki_0003.jpg,George_Pataki,"[82, 69, 169, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Lino_Oviedo/Lino_Oviedo_0003.jpg,Lino_Oviedo,"[76, 59, 176, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tim_Henman/Tim_Henman_0002.jpg,Tim_Henman,"[75, 60, 169, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Roseanne_Barr/Roseanne_Barr_0002.jpg,Roseanne_Barr,"[41, 51, 190, 235]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Fred_Thompson/Fred_Thompson_0003.jpg,Fred_Thompson,"[87, 80, 166, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tom_Ridge/Tom_Ridge_0019.jpg,Tom_Ridge,"[77, 65, 169, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Carlos_Moya/Carlos_Moya_0012.jpg,Carlos_Moya,"[81, 65, 171, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Pete_Sampras/Pete_Sampras_0006.jpg,Pete_Sampras,"[76, 64, 173, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_Clooney/George_Clooney_0004.jpg,George_Clooney,"[73, 60, 169, 196]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Laura_Bush/Laura_Bush_0035.jpg,Laura_Bush,"[80, 59, 176, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tom_Craddick/Tom_Craddick_0001.jpg,Tom_Craddick,"[73, 61, 176, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Carlos_Ruiz/Carlos_Ruiz_0002.jpg,Carlos_Ruiz,"[73, 61, 177, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ariel_Sharon/Ariel_Sharon_0033.jpg,Ariel_Sharon,"[87, 60, 177, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Angelina_Jolie/Angelina_Jolie_0014.jpg,Angelina_Jolie,"[73, 57, 172, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Martin_Scorsese/Martin_Scorsese_0007.jpg,Martin_Scorsese,"[89, 73, 172, 186]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kobe_Bryant/Kobe_Bryant_0003.jpg,Kobe_Bryant,"[75, 58, 178, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tung_Chee-hwa/Tung_Chee-hwa_0003.jpg,Tung_Chee-hwa,"[69, 74, 162, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jennifer_Aniston/Jennifer_Aniston_0012.jpg,Jennifer_Aniston,"[96, 60, 184, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/John_Ashcroft/John_Ashcroft_0044.jpg,John_Ashcroft,"[77, 64, 173, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Donald_Rumsfeld/Donald_Rumsfeld_0046.jpg,Donald_Rumsfeld,"[83, 68, 172, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Yasser_Arafat/Yasser_Arafat_0003.jpg,Yasser_Arafat,"[80, 65, 179, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Richard_Armitage/Richard_Armitage_0008.jpg,Richard_Armitage,"[84, 69, 173, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Serena_Williams/Serena_Williams_0030.jpg,Serena_Williams,"[69, 57, 171, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,"[82, 72, 171, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_Papandreou/George_Papandreou_0004.jpg,George_Papandreou,"[71, 71, 158, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Joan_Laporta/Joan_Laporta_0001.jpg,Joan_Laporta,"[74, 65, 171, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jack_Straw/Jack_Straw_0010.jpg,Jack_Straw,"[82, 69, 175, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tom_Ridge/Tom_Ridge_0008.jpg,Tom_Ridge,"[76, 63, 170, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0087.jpg,George_W_Bush,"[68, 65, 171, 207]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Norm_Coleman/Norm_Coleman_0005.jpg,Norm_Coleman,"[63, 61, 149, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jennifer_Garner/Jennifer_Garner_0005.jpg,Jennifer_Garner,"[77, 64, 172, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/David_Caruso/David_Caruso_0002.jpg,David_Caruso,"[70, 54, 171, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Rod_Stewart/Rod_Stewart_0002.jpg,Rod_Stewart,"[79, 63, 171, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/James_Gandolfini/James_Gandolfini_0003.jpg,James_Gandolfini,"[75, 67, 168, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Mike_Weir/Mike_Weir_0005.jpg,Mike_Weir,"[74, 75, 171, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Rob_Lowe/Rob_Lowe_0002.jpg,Rob_Lowe,"[76, 64, 175, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Marcelo_Ebrard/Marcelo_Ebrard_0001.jpg,Marcelo_Ebrard,"[76, 65, 171, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0009.jpg,Luiz_Inacio_Lula_da_Silva,"[71, 66, 168, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Xavier_Malisse/Xavier_Malisse_0003.jpg,Xavier_Malisse,"[85, 77, 169, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jodie_Foster/Jodie_Foster_0003.jpg,Jodie_Foster,"[72, 61, 162, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ricardo_Lagos/Ricardo_Lagos_0015.jpg,Ricardo_Lagos,"[77, 67, 169, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0135.jpg,George_W_Bush,"[68, 67, 155, 182]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0152.jpg,Colin_Powell,"[69, 55, 172, 196]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Edmund_Stoiber/Edmund_Stoiber_0003.jpg,Edmund_Stoiber,"[62, 52, 173, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/James_Kelly/James_Kelly_0005.jpg,James_Kelly,"[70, 58, 164, 196]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tang_Jiaxuan/Tang_Jiaxuan_0001.jpg,Tang_Jiaxuan,"[76, 62, 172, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Yao_Ming/Yao_Ming_0006.jpg,Yao_Ming,"[79, 65, 176, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0001.jpg,Gloria_Macapagal_Arroyo,"[76, 69, 172, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ciro_Gomes/Ciro_Gomes_0002.jpg,Ciro_Gomes,"[81, 61, 174, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ilan_Ramon/Ilan_Ramon_0003.jpg,Ilan_Ramon,"[64, 62, 165, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jim_Furyk/Jim_Furyk_0005.jpg,Jim_Furyk,"[70, 65, 171, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gonzalo_Sanchez_de_Lozada/Gonzalo_Sanchez_de_Lozada_0009.jpg,Gonzalo_Sanchez_de_Lozada,"[67, 60, 169, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/David_Nalbandian/David_Nalbandian_0004.jpg,David_Nalbandian,"[80, 68, 172, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Christine_Todd_Whitman/Christine_Todd_Whitman_0003.jpg,Christine_Todd_Whitman,"[73, 64, 171, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Saddam_Hussein/Saddam_Hussein_0017.jpg,Saddam_Hussein,"[78, 64, 172, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Alastair_Campbell/Alastair_Campbell_0001.jpg,Alastair_Campbell,"[77, 63, 171, 183]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0026.jpg,Gerhard_Schroeder,"[73, 67, 167, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Julia_Tymoshenko/Julia_Tymoshenko_0003.jpg,Julia_Tymoshenko,"[67, 70, 164, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tariq_Aziz/Tariq_Aziz_0002.jpg,Tariq_Aziz,"[82, 64, 175, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Mahathir_Mohamad/Mahathir_Mohamad_0004.jpg,Mahathir_Mohamad,"[73, 77, 168, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0255.jpg,George_W_Bush,"[80, 64, 173, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0010.jpg,Gerhard_Schroeder,"[79, 68, 169, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Andre_Agassi/Andre_Agassi_0019.jpg,Andre_Agassi,"[83, 74, 172, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0005.jpg,Abdullah_Gul,"[73, 67, 170, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0133.jpg,Colin_Powell,"[71, 53, 179, 199]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jennifer_Aniston/Jennifer_Aniston_0014.jpg,Jennifer_Aniston,"[58, 63, 171, 222]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Joseph_Deiss/Joseph_Deiss_0002.jpg,Joseph_Deiss,"[84, 65, 174, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Paul_Wellstone/Paul_Wellstone_0001.jpg,Paul_Wellstone,"[83, 65, 170, 187]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Uma_Thurman/Uma_Thurman_0003.jpg,Uma_Thurman,"[73, 63, 171, 191]",train
